date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:17	154695/154695	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormor.JPG?etag=%224f500-5c585e20%22&sourceContentType=image%2Fjpeg&quality=80	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormorf3d6.jpg	(from https://stenungsundsbi.se/blandat.html)
13:18:17	128534/128534	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/bikuporna-1.jpg?etag=%2240eca-5c585f60%22&sourceContentType=image%2Fjpeg&quality=80	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/bikuporna-19f52.jpg	(from https://stenungsundsbi.se/blandat.html)
13:18:17	161786/161786	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT3457.JPG?etag=%223b823-5c586097%22&sourceContentType=image%2Fjpeg&quality=80	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT34575c5a.jpg	(from https://stenungsundsbi.se/blandat.html)
13:18:19	1464236/1464236	URF---	200	added ('OK%20(cached)')	application/pdf		https://stenungsundsbi.se/onewebmedia/Personligt%20brev%20till%20Sveriges%20biodlare.pdf	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/Personligt%20brev%20till%20Sveriges%20biodlare.pdf	(from https://stenungsundsbi.se/blandat.html)
13:18:19	46250/46250	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT5029.JPG?etag=W%2F%2211f846-5c587c65%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=480%2B360&extract=6%2B0%2B470%2B360&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT5029d4b6.jpg	(from https://stenungsundsbi.se/l%c3%a4sv%c3%a4rt.html)
13:18:19	95499/95499	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/Plan%202021.JPG?etag=%221995e-613e661b%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=495%2B685&extract=0%2B0%2B489%2B685&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/Plan%2020217461.jpg	(from https://stenungsundsbi.se/aktiviteter.html)
13:18:19	1110/1110	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20May%202019%2021:09:20%20GMT	https://stenungsundsbi.se/onewebstatic/4fe118e33b.svg	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/4fe118e33b.svg	(from https://stenungsundsbi.se/onewebstatic/0a0ab38859.css)
13:18:20	14096/14096	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormor.JPG?etag=%224f500-5c585e20%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=267%2B200&extract=0%2B0%2B198%2B188&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormor58b0.jpg	(from https://stenungsundsbi.se/drottningodling.html)
13:18:20	217067/217067	URF---	200	added ('OK%20(cached)')	application/pdf		https://stenungsundsbi.se/onewebmedia/vinterfoder.pdf	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/vinterfoder.pdf	(from https://stenungsundsbi.se/blanketter.html)
13:18:20	426967/426967	URF---	200	added ('OK%20(cached)')	application/pdf		https://stenungsundsbi.se/onewebmedia/Vaxavfall%20och%20Ramar%202020.pdf	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/Vaxavfall%20och%20Ramar%202020.pdf	(from https://stenungsundsbi.se/blanketter.html)
13:18:20	159051/159051	URF---	200	added ('OK%20(cached)')	application/pdf		https://www.biodlarna.se/app/uploads/2021/08/Arsrapport-skrivbar.pdf	/home/alex/websites/bin/www.biodlarna.se/app/uploads/2021/08/Arsrapport-skrivbar.pdf	(from https://stenungsundsbi.se/blanketter.html)
13:18:21	603/603	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2023%20Jan%202021%2017:56:57%20GMT	https://stenungsundsbi.se/onewebstatic/af15121453.svg	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/af15121453.svg	(from https://stenungsundsbi.se/onewebstatic/0a0ab38859.css)
13:18:26	1186303/1186303	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/a6873df879.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/a6873df879.png	(from https://stenungsundsbi.se/bilder.html)
13:18:26	947525/947525	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/b2c4f0a2eb.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/b2c4f0a2eb.png	(from https://stenungsundsbi.se/bilder.html)
13:18:26	1982351/1982351	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/5e05d7d1f6.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/5e05d7d1f6.png	(from https://stenungsundsbi.se/bilder.html)
13:18:27	1880331/1880331	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/2bac033d0b.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/2bac033d0b.png	(from https://stenungsundsbi.se/bilder.html)
13:18:31	1588484/1588484	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/eb48b95135.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/eb48b95135.png	(from https://stenungsundsbi.se/bilder.html)
13:18:31	1361319/1361319	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/9ee51937db.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/9ee51937db.png	(from https://stenungsundsbi.se/bilder.html)
13:18:31	1545907/1545907	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/f26aafb1ed.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/f26aafb1ed.png	(from https://stenungsundsbi.se/bilder.html)
13:18:33	127006/127006	URF---	200	added ('OK%20(cached)')	image/png		https://stenungsundsbi.se/onewebstatic/68739813f0.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/68739813f0.png	(from https://stenungsundsbi.se/bilder.html)
13:18:37	1720666/1720666	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/Astrids%20kamera%20408.JPG?etag=%222c08d4-5c535150%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/Astrids%20kamera%204086ee7.jpg	(from https://stenungsundsbi.se/bilder.html)
13:18:37	171132/171132	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormor.JPG?etag=%224f500-5c585e20%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/jenny%20o%20mormor0401.jpg	(from https://stenungsundsbi.se/bilder.html)
13:18:37	61328/61328	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/mariag%c3%a5rden.jpg?etag=W%2F%2251648-5d42be15%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=650%2B260&extract=0%2B0%2B522%2B260&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/mariag%c3%a5rdenac5d.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:38	2586295/2586295	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/DSCN1776.JPG?etag=%2229abb5-5c5c0b84%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/DSCN1776916b.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:42	42779/42779	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT4644.JPG?etag=%221bc75-5c5c1051%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT46447ce3.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:42	8331/8331	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT4644.JPG?etag=%221bc75-5c5c1051%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=210,157&extract=10,0,188,157	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT46444c4b.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:42	111662/111662	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT5097_kopia.jpg?etag=%2245a30-5c5c0c08%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT5097_kopiad525.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:44	183369/183369	URF---	200	added ('OK%20(cached)')	image/jpeg		https://stenungsundsbi.se/____impro/1/onewebmedia/PICT3457.JPG?etag=%223b823-5c586097%22&sourceContentType=image%2Fjpeg&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/PICT3457a7e6.jpg	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:44	22321/22321	---MC-	200	added ('OK')	image/jpeg	etag:%228b85-58110a19910f5%22	https://stenungsundsbi.se/____impro/1/onewebmedia/tarta.jpg?etag=%228b85-5c582ff2%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=330,248	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/tartaf851.jpg	(from https://stenungsundsbi.se/our%2520work.html)
13:18:45	97083/97083	---M--	200	added ('OK')	text/html	etag:W/%2217b3b-5d54ec7847cc6-gzip%22	https://stenungsundsbi.se/about/Senaste%20nytt.html	/home/alex/websites/bin/stenungsundsbi.se/about/Senaste%20nytt.html	(from https://stenungsundsbi.se/)
13:18:47	19613/19613	---MC-	200	added ('OK')	image/jpeg	etag:%2217384-58111a0578237%22	https://stenungsundsbi.se/____impro/1/onewebmedia/Finkenborg.JPG?etag=%2217384-5c5840a4%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=940%2B725&extract=0%2B128%2B940%2B155&quality=85	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/Finkenborg00ed.JPG	(from https://stenungsundsbi.se/contact.html)
13:18:48	1315/1315	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Jan%202022%2013:53:25%20GMT	https://stenungsundsbi.se/onewebstatic/c9a7c65593.js	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/c9a7c65593.js	(from https://stenungsundsbi.se/our%2520work.html)
13:18:48	16924/16924	URF---	200	added ('OK%20(cached)')	application/xlsx		https://stenungsundsbi.se/onewebmedia/Drottningodling_ABC.xlsx	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/Drottningodling_ABC.xlsx	(from https://stenungsundsbi.se/blandat.html)
13:18:49	861096/861096	---M--	200	added ('OK')	application/pdf	etag:%22d23a8-5814ae30e949e%22	https://stenungsundsbi.se/onewebmedia/blad2010.pdf	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/blad2010.pdf	(from https://stenungsundsbi.se/about/services.html)
13:18:49	3764/3764	---M--	200	added ('OK')	text/html	etag:W/%22eb4-58114f33cdf99-gzip%22	https://stenungsundsbi.se/onewebmedia/lasvart.1.htm	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/lasvart.1.html	(from https://stenungsundsbi.se/l%c3%a4sv%c3%a4rt.html)
13:18:51	1866547/1866547	---M--	200	added ('OK')	application/pdf	etag:%221c7b33-5872ed0aee1b9%22	https://stenungsundsbi.se/onewebmedia/Bibladet%202019_liten.pdf	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/Bibladet%202019_liten.pdf	(from https://stenungsundsbi.se/about/services.html)
13:18:51	121138/121138	---MC-	200	added ('OK')	image/jpeg	etag:%221d8b3-581136d1fe7ed%22	https://stenungsundsbi.se/____impro/1/onewebmedia/komper%c3%b6d.jpg?etag=%221d8b3-5c585ed6%22&sourceContentType=image%2Fjpeg&quality=80	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/komper%c3%b6d3bfd.jpg	(from https://stenungsundsbi.se/blandat.html)
13:18:51	53717/53717	URF---	200	added ('OK%20(cached)')	application/docx		https://stenungsundsbi.se/onewebmedia/Stenungsunds%20Biodaref%c3%b6rening%20bjuder%20in%20till%20Kurs%20i%20Drottningodling.docx	/home/alex/websites/bin/stenungsundsbi.se/onewebmedia/Stenungsunds%20Biodaref%c3%b6rening%20bjuder%20in%20till%20Kurs%20i%20Drottningodling.docx	(from https://stenungsundsbi.se/drottningodling.html)
13:18:52	114275/114275	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Sep%202021%2016:15:54%20GMT	https://stenungsundsbi.se/onewebstatic/48af776aef.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/48af776aef.png	(from https://stenungsundsbi.se/bilder.html)
13:18:52	100055/100055	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Sep%202021%2016:15:54%20GMT	https://stenungsundsbi.se/onewebstatic/5eead363dc.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/5eead363dc.png	(from https://stenungsundsbi.se/bilder.html)
13:18:53	2064/2064	---M--	200	added ('OK')	image/jpeg	etag:%221d8b3-581136d1fe7ed%22	https://stenungsundsbi.se/____impro/1/onewebmedia/komper%c3%b6d.jpg?etag=%221d8b3-5c585ed6%22&sourceContentType=image%2Fjpeg&quality=85&withoutEnlargement&resize=80	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/komper%c3%b6d3d15.jpg	(from https://stenungsundsbi.se/blandat.html)
13:18:53	11017/11017	---MC-	200	added ('OK')	image/jpeg	etag:%2229abb5-5814b7eba6763%22	https://stenungsundsbi.se/____impro/1/onewebmedia/DSCN1776.JPG?etag=%2229abb5-5c5c0b84%22&sourceContentType=image%2Fjpeg&ignoreAspectRatio&resize=210,157&extract=10,0,188,157	/home/alex/websites/bin/stenungsundsbi.se/____impro/1/onewebmedia/DSCN177655d1.JPG	(from https://stenungsundsbi.se/about/Senaste%20nytt.html)
13:18:53	1964759/1964759	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202019%2007:08:25%20GMT	https://stenungsundsbi.se/onewebstatic/25e873eaf6.png	/home/alex/websites/bin/stenungsundsbi.se/onewebstatic/25e873eaf6.png	(from https://stenungsundsbi.se/bilder.html)
